date,fini_net,trust_net,dealer_net,futures_fini_long,futures_fini_short,futures_fini_net,pcr_oi,pcr_vol
2026-05-28,-38136681812.0,-6206044668.0,-15038347857.0,16585.0,74781.0,-58196.0,1.8412,1.1189
2026-05-29,80145461140.0,7018067618.0,15607209549.0,15766.0,76416.0,-60650.0,2.3523,1.1456
2026-06-01,36817371952.0,7758630147.0,-6508599147.0,16134.0,80807.0,-64673.0,1.7812,1.3117
2026-06-02,10842948180.0,2820321473.0,-15768188108.0,15432.0,82450.0,-67018.0,1.5417,1.1127
2026-06-03,43396335647.0,5551570132.0,2596766242.0,15473.0,82245.0,-66772.0,2.0996,1.1469
2026-06-04,-75685430944.0,4169222789.0,-21366533747.0,15138.0,84614.0,-69476.0,1.7479,0.9638
2026-06-05,-82631158863.0,1620186439.0,-28430714775.0,12857.0,82003.0,-69146.0,2.0175,1.0129
2026-06-08,-93851546891.0,8775725700.0,-49146842947.0,11990.0,77491.0,-65501.0,1.6359,0.8922
2026-06-09,-91733415946.0,23283537434.0,-6691674226.0,9344.0,71215.0,-61871.0,1.3706,1.0855
2026-06-10,-93573711945.0,16696218878.0,-40551493313.0,9129.0,71078.0,-61949.0,1.6607,1.1058
2026-06-11,-35779281338.0,12788433307.0,-12400160730.0,8969.0,72137.0,-63168.0,1.4782,1.0632
2026-06-12,,,,9318.0,74357.0,-65039.0,1.5849,1.0114
2026-06-15,46531920437.0,6443965719.0,12523717107.0,12920.0,79654.0,-66734.0,1.6274,1.3607
2026-06-16,40798197749.0,11823660943.0,6088769903.0,11803.0,81650.0,-69847.0,1.5201,1.2769
2026-06-17,-20683737771.0,-206062001.0,-4268862356.0,9996.0,77390.0,-67394.0,1.4803,1.0608
2026-06-18,21146738929.0,-5356809071.0,15488273119.0,10085.0,78422.0,-68337.0,1.3019,1.2311
2026-06-22,68457583377.0,-10517908392.0,12103769330.0,11004.0,81294.0,-70290.0,1.6593,1.2164
